feature,real_q0.01,synthetic_q0.01,abs_diff_q0.01,real_q0.05,synthetic_q0.05,abs_diff_q0.05,real_q0.95,synthetic_q0.95,abs_diff_q0.95,real_q0.99,synthetic_q0.99,abs_diff_q0.99
226,-3.9979999999999998,-4.9,0.9020000000000006,-1.845,-3.745,1.9000000000000001,2.6,1.5449999999999988,1.0550000000000013,5.996000000000004,3.898000000000002,2.098000000000002
227,-88.935,-129.901,40.96600000000001,-43.5,-71.95,28.450000000000003,1.7349999999999965,-0.270000000000016,2.0050000000000123,35.16800000000003,48.13500000000001,12.966999999999985
228,-56.913,-64.127,7.213999999999999,-40.145,-52.0,11.854999999999997,11.489999999999998,22.024999999999995,10.534999999999997,31.319000000000027,147.90000000000046,116.58100000000043
229,-1.449,-3.147,1.6979999999999997,-0.2,-1.2449999999999999,1.045,2.7449999999999988,1.8449999999999989,0.8999999999999999,5.649000000000001,3.8940000000000055,1.7549999999999955
230,-20.129,-23.694,3.5649999999999977,-6.59,-8.67,2.08,0.0,0.0,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0,0.0,0.0,9.889999999999999,9.624999999999995,0.2650000000000041,14.692000000000007,14.4,0.2920000000000069
232,-29.745,-27.136,2.6090000000000018,-18.345,-18.045,0.29999999999999716,0.0,0.0,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0,0.0,1.2449999999999988,0.1,1.1449999999999987,3.4,5.915000000000032,2.515000000000032
234,0.0,-3.3430000000000004,3.3430000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,-1.247,-1.947,0.7,-0.8,-1.6,0.8,0.7,0.2,0.49999999999999994,1.0,0.6,0.4
236,-3.149,-7.6979999999999995,4.5489999999999995,-0.6,-5.9,5.300000000000001,6.789999999999998,3.9,2.8899999999999983,9.398000000000001,6.947000000000003,2.4509999999999987
237,-128.67,-90.105,38.56499999999998,-50.99,-40.415,10.575000000000003,9.144999999999998,29.444999999999997,20.299999999999997,30.07800000000002,65.84700000000001,35.76899999999999
238,-56.905,-53.792,3.1129999999999995,-30.16,-27.514999999999997,2.645000000000003,55.78499999999999,99.25999999999999,43.475,91.20900000000003,123.6,32.39099999999996
239,-1.798,-3.1,1.302,-0.8,-2.245,1.445,2.7449999999999988,2.4,0.34499999999999886,5.096000000000004,4.349000000000001,0.7470000000000026
240,-18.686,-30.125,11.439,-0.945,-2.8449999999999998,1.9,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.6509999999999999,0.6509999999999999,1.3,3.4,2.0999999999999996,18.244999999999997,28.345,10.100000000000001,25.33900000000001,28.4,3.0609999999999893
242,-40.690000000000005,-40.058,0.632000000000005,-21.96,-28.49,6.529999999999998,-0.8100000000000023,-2.1100000000000025,1.3000000000000003,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6960000000000036,1.5960000000000036,0.9
244,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,-1.0490000000000002,-2.145,1.0959999999999999,-0.7,-1.5,0.8,1.0,0.5,0.5,1.4,0.9,0.4999999999999999
246,-5.149,-6.594,1.4450000000000003,0.3,-1.7,2.0,8.8,8.8,0.0,11.396000000000003,12.249,0.852999999999998
247,-127.441,-242.4,114.959,-53.78,-113.205,59.425,29.859999999999992,12.289999999999997,17.569999999999993,46.329000000000015,34.43100000000002,11.897999999999996
248,-67.98700000000001,-97.038,29.050999999999988,-24.59,-67.59,43.0,92.335,97.43999999999998,5.10499999999999,132.83700000000002,122.82500000000002,10.012
249,-1.949,-3.2,1.2510000000000001,-1.1,-2.5,1.4,1.4,1.0,0.3999999999999999,3.8900000000000095,2.6940000000000053,1.1960000000000042
250,-9.441,-3.798,5.643000000000001,-0.945,-0.1,0.845,0.0,0.0,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,2.8,0.0,2.8,22.744999999999997,20.10499999999999,2.6400000000000077,29.445000000000004,26.745000000000005,2.6999999999999993
252,-27.023,-36.698,9.675,-14.7,-17.19,2.490000000000002,-1.2550000000000012,-1.5,0.24499999999999877,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7490000000000009,0.6490000000000009,0.09999999999999998
254,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,-0.8490000000000001,-1.1980000000000002,0.3490000000000001,-0.14499999999999993,-0.5,0.3550000000000001,1.1,1.1,0.0,1.4,1.4,0.0
256,-3.547,-7.598,4.051,-1.4449999999999998,-3.4799999999999995,2.0349999999999997,6.589999999999998,3.7,2.889999999999998,8.145000000000005,6.096000000000004,2.0490000000000013
257,-74.03099999999999,-124.8,50.769000000000005,-28.735,-68.25999999999999,39.52499999999999,43.48,26.25999999999999,17.220000000000006,65.42600000000007,46.023000000000025,19.40300000000005
258,-38.525,-50.017,11.492000000000004,-17.035,-26.58,9.544999999999998,90.76999999999997,97.09,6.320000000000036,111.87600000000002,128.60300000000004,16.727000000000018
259,-2.2,-1.349,0.8510000000000002,-1.3,-0.8,0.5,0.5,0.7,0.19999999999999996,2.3450000000000046,1.4,0.9450000000000047
260,-3.449,-5.7,2.2510000000000003,-1.2,-2.045,0.845,0.0,0.0,0.0,0.0,0.0,0.0
261,2.002,4.351,2.349,4.4750000000000005,8.51,4.034999999999999,19.845,25.369999999999994,5.524999999999995,24.143000000000008,29.5,5.356999999999992
262,-11.4,-9.247,2.1530000000000005,-8.8,-6.945,1.8550000000000004,0.0,0.0,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19600000000000364,0.1490000000000009,0.047000000000002734
264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,-0.649,-0.4,0.249,-0.1,0.25500000000000006,0.3550000000000001,1.0,1.4,0.3999999999999999,1.4,2.098000000000002,0.6980000000000022
266,-2.949,-1.9960000000000002,0.9529999999999996,-1.2449999999999999,0.0,1.2449999999999999,4.2,6.3,2.0999999999999996,5.549,8.3,2.7510000000000003
267,-32.349,-22.864,9.484999999999996,-7.9799999999999995,0.2,8.18,43.145,59.035,15.889999999999993,54.549,82.1,27.550999999999995
268,-21.496,-49.326,27.830000000000002,-1.5149999999999995,-20.424999999999997,18.909999999999997,75.19,71.7,3.489999999999995,94.12700000000002,89.77400000000002,4.353000000000009
269,-2.0,-4.282,2.282,-1.1,-1.645,0.5449999999999999,0.4,0.4,0.0,1.249000000000001,1.698000000000002,0.44900000000000095
270,-2.3489999999999998,-2.0,0.34899999999999975,-1.3,-1.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
271,2.251,5.051,2.8000000000000003,3.955,7.1,3.1449999999999996,15.245,19.544999999999998,4.299999999999999,17.888000000000012,23.149,5.260999999999989
272,-6.247,-6.515000000000001,0.2680000000000007,-4.245,-3.245,1.0,0.0,0.0,0.0,0.0,0.0,0.0
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3490000000000009,0.3490000000000009
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,-0.449,-0.549,0.10000000000000003,-0.2,-0.24499999999999994,0.04499999999999993,1.0,0.9,0.09999999999999998,1.3,1.1,0.19999999999999996
276,-2.7430000000000003,-5.337000000000001,2.5940000000000003,-1.4,-3.3449999999999998,1.9449999999999998,3.2,2.6,0.6000000000000001,4.3,3.3490000000000006,0.9509999999999992
277,-11.898,-28.823,16.925,0.7100000000000002,-8.459999999999999,9.17,42.15999999999999,36.645,5.514999999999986,53.03100000000002,55.73700000000001,2.705999999999989
278,-14.131,6.161,20.292,2.365,15.555,13.19,60.489999999999995,80.47999999999999,19.989999999999995,72.03100000000002,115.9,43.868999999999986
